,title,total_votes,mean_vote
810,Il vecchio e il nuovo,1296,7.3
811,La ragazza del bacio,337,7.2
812,The Studio Murder Mystery,115,5.9
813,Il sorriso della vita,358,7.0
814,Il diario di una donna perduta,3996,7.7
815,La bisbetica domata,511,7.0
816,Tanned Legs,135,5.8
817,Ritorna il sole,559,6.0
818,They Had to See Paris,143,6.1
819,The Thirteenth Chair,522,5.9
820,La mazzata,501,6.8
821,L'ondata dei forti,170,6.3
822,Tôkyô kôshinkyoku,261,6.6
823,L'intrusa,1232,7.8
824,The Trial of Mary Dugan,105,7.1
825,Lo spettro verde,197,6.0
826,L'indomabile,475,5.4
827,The Vagabond Lover,198,5.4
828,The Valiant,315,6.5
829,"Verdun, visions d'histoire",112,7.1
830,L'uomo della Virginia,661,7.0
831,Giorni di gioventù,474,6.6
832,La tragedia di Pizzo Palù,882,7.3
833,Evviva il pericolo!,669,6.3
834,Vendetta d'oriente,487,6.8
835,Why Be Good?,359,7.2
836,Orchidea selvaggia,578,6.8
837,L'allegra brigata,408,6.6
838,Nina Petrowna,216,7.2
839,La nuova generazione,263,6.5
840,Il cavaliere della libertà,1308,5.9
841,All'ovest niente di nuovo,56356,7.9
842,Animal Crackers,13341,7.6
843,Anna Christie,2760,6.9
844,Anna Christie,775,7.1
845,Il tempio delle tentazioni,382,7.2
846,Back Pay,106,5.6
847,The Bat Whispers,828,6.6
848,Be Yourself!,161,6.0
849,Beau Ideal,175,5.5
850,The Benson Murder Case,280,6.5
851,Carcere,1849,7.2
852,La conquista dell'America,209,5.9
853,Il grande sentiero,3312,7.3
854,Billy the Kid,347,6.3
855,The Bishop Murder Case,600,6.2
856,L'angelo azzurro,13311,7.7
857,Borderline,410,6.2
858,Temerario nato,322,5.5
859,Bright Lights,242,6.3
860,La sivigliana,117,6.4
861,Captain Thunder,122,4.7
862,Charley's Aunt,112,6.4
863,Check and Double Check,339,5.9
864,Children of Pleasure,117,6.2
865,Il nostro pane quotidiano,2842,7.7
866,Conspiracy,104,5.7
867,A Cottage on Dartmoor,989,7.7
868,The Cuckoos,210,6.4
869,Nella morsa delle rotaie,465,6.5
870,La beffa della vita,189,7.0
871,La squadriglia dell'aurora,1602,7.7
872,The Devil to Pay!,523,6.7
873,The Devil's Holiday,146,6.2
874,La divorziata,2705,6.9
875,Dixiana,325,5.5
876,The Doorway to Hell,947,6.6
877,Il guerriero,392,6.0
878,La sirenetta dell'autostrada,734,6.8
879,Parla elstree,341,5.6
880,Extravagance,101,5.9
881,The Fall Guy,151,5.4
882,Fast and Loose,131,6.5
883,The Menace,439,6.8
884,Piano coi piedi,947,6.9
885,The Flirting Widow,159,6.6
886,Ragazze e giovanotti del 1890,1249,8.0
887,Follow Thru,200,7.2
888,For the Defense,327,6.5
889,Framed,191,6.2
890,Chi non cerca... trova,814,5.7
891,Come rubai mia moglie,805,7.5
892,Going Wild,157,6.1
893,Golden Dawn,122,5.2
894,Good News,323,7.5
895,La dea verde,347,5.4
896,Half Shot at Sunrise,303,6.4
897,Giorni felici,121,7.0
898,Il porto dell'inferno,146,5.6
899,Gli angeli dell'inferno,4748,7.7
900,La stella della Taverna Nera,229,6.6
901,Passeggiate allegramente!,480,6.5
902,Holiday,352,6.6
903,Hook Line and Sinker,299,6.3
904,Inside the Lines,113,5.5
905,Journey's End,229,7.0
906,I prodigi del 2000,630,5.7
907,Il re del jazz,1039,7.3
908,Femmine di lusso,1038,6.8
909,The Lady of Scandal,151,6.1
910,Notte di peccato,145,6.6
911,La sferzata,129,5.5
912,Laughter,279,6.7
913,La moglie bella,416,6.7
914,Nel regno della fantasia,114,6.6
915,The Life of the Party,128,5.7
916,The Light of Western Stars,132,7.3
917,La leggenda di Liliom,399,6.7
918,Piccolo Cesare,11746,7.3
919,Loose Ankles,371,6.2
920,Lord Byron of Broadway,124,5.6
921,The Pay-Off,227,5.7
922,La moglie n. 66,142,5.4
923,Love in the Rough,162,5.7
924,Lovin' the Ladies,112,6.4
925,Madame Satan,838,6.6
926,Nomadi del canto,164,6.3
927,Manslaughter,191,7.3
928,Mary,654,6.3
929,The Matrimonial Bed,153,5.8
930,Maybe It's Love,233,5.1
931,The Medicine Man,196,5.1
932,Il sottomarino,218,6.0
933,Castigo,1547,7.2
934,Moby Dick il mostro bianco,398,5.8
935,Un marito fuori posto,422,4.9
936,Monte Carlo,1109,7.0
937,Marocco,5443,7.2
938,Omicidio!,5651,6.4
939,Passione cosacca,138,6.3
940,Gabbia di matti,990,7.9
941,La donna e la femmina,241,5.5
942,La dattilografa,386,6.3
943,One Night at Susie's,117,6.2
944,Notte romantica,378,6.7
945,Ragazze che sognano,588,6.2
946,Outside the Law,138,6.0
947,Outward Bound,454,6.8
948,Debito d'odio,606,6.3
949,Paramount revue,249,6.4
950,Party Girl,195,5.8
951,Passion Flower,239,6.9
952,La petite Lise,157,7.2
953,Vertigine del lusso,180,6.7
954,Prazdnik svyatogo Yorgena,188,7.5
955,Miss Europa,515,7.2
956,Vertigine,115,6.3
957,Una notte celestiale,103,5.7
958,Raffles,762,6.8
959,Luci del circo,342,5.9
960,Sono stato bocciato ma...,381,6.5
961,Reaching for the Moon,340,6.0
962,Redenzione,486,7.6
963,La banda dei fantasmi,592,7.3
964,La spia,217,5.0
965,The Return of Dr. Fu Manchu,154,6.8
966,River's End,108,5.5
967,Dall'ombra alla luce,157,5.8
968,Amor gitano,116,6.2
969,Una volpe a corte,1135,7.4
970,Romanzo,680,6.1
971,La famiglia reale di Broadway,293,6.5
972,Runaway Bride,208,5.2
973,Le sang d'un poète,5834,7.4
974,Sarah and Son,202,5.9
975,Il vampiro del mare,181,5.6
976,La crociera del folle,101,5.3
977,Show Girl in Hollywood,238,6.9
978,The Silver Horde,409,6.3
979,The Sin Ship,245,5.6
980,Sin Takes a Holiday,475,6.4
981,La vacanza del peccatore,534,6.5
982,Ombre e luci,182,6.3
983,So Long Letty,142,6.2
984,Sam Lee principe cinese,146,5.8
985,Song o' My Heart,142,5.6
986,La moglie di quella notte,656,7.0
987,Soup to Nuts,334,6.0
988,Sotto i tetti di Parigi,1971,7.3
989,Spring Is Here,239,7.3
990,Street of Chance,197,6.9
991,Sunny,113,5.6
992,Sweet Kitty Bellairs,114,5.4
993,The Texan,117,6.8
994,They Learned About Women,212,6.3
995,Agente segreto Z1,128,5.8
996,Tom Sawyer,160,6.6
997,Tonka Sibenice,106,7.2
998,Top Speed,172,6.2
999,True to the Navy,103,7.0
1000,The Truth About Youth,254,5.8
1001,The Unholy Three,1056,6.9
1002,Risalendo il fiume,1036,6.0
1003,Se io fossi re,113,6.1
1004,Peccato virtuoso,117,5.9
1005,War Nurse,233,6.3
1006,Cow boy per forza,688,8.0
1007,Way for a Sailor,548,7.7
1008,Westfront,1610,7.4
1009,Whoopee!,941,7.8
1010,Wide Open,151,6.1
1011,The Widow from Chicago,349,6.8
1012,Young Man of Manhattan,146,6.2
1013,La terra,4949,7.4
1014,L'âge d'or,12551,7.4
1015,24 Hours,269,7.0
1016,Alam Ara,106,7.3
1017,Alexander Hamilton,223,6.2
1018,Alice in Wonderland,116,5.4
1019,Ambassador Bill,120,6.4
1020,Una tragedia americana,644,6.6
1021,Are These Our Children,186,6.1
1022,Un popolo muore,1493,6.2
1023,Bachelor Apartment,342,6.5
1024,The Bachelor Father,1041,8.0
1025,Bad Girl,1081,6.6
1026,The Bad Sister,988,6.7
1027,Beauty and the Boss,474,7.1
1028,Behind Office Doors,372,6.3
1029,Montagne in fiamme,103,7.0
1030,Berlin Alexanderplatz,591,6.9
1031,Amor mio tradiscimi!,240,6.0
1032,Il grande gioco,107,6.0
1033,Il cammello nero,1301,7.3
1034,La bionda e l'avventuriero,1561,7.2
1035,Bomben auf Monte Carlo,111,6.0
1036,Passione di mamma,222,5.8
1037,La trovatella,100,6.2
1038,Broadminded,251,6.1
1039,Los calaveras,136,6.4
1040,Caught Plastered,187,6.7
1041,Il campione,2741,7.3
1042,La beffa dell'amore,154,6.6
1043,La crociera del delitto,474,8.0
1044,The Cheat,442,6.5
1045,La cagna,3628,7.4
1046,Chinatown After Dark,109,4.9
1047,I pionieri del West,5304,6.0
1048,Luci della città,162668,8.3
1049,Le vie della città,1330,7.2
1050,Coeur de lilas,171,7.0
1051,The Common Law,219,6.1
1052,Un americano alla corte di Re Artù,280,6.7
1053,Consolation Marriage,416,6.2
1054,Corsair,174,5.9
1055,Cracked Nuts,225,6.5
1056,Codice penale,895,7.0
1057,La rumba dell'amore,149,5.9
1058,Papà gambalunga,100,6.4
1059,La via del male,805,6.3
1060,Just a Gigolo,843,7.9
1061,Daughter of the Dragon,366,6.3
1062,La piccola amica,119,6.3
1063,La piccola emigrante,188,6.0
1064,Devotion,174,6.2
1065,Dirigibile,542,6.4
1066,Don't Bet on Women,126,6.3
1067,Dracula,45054,7.6
1068,Drácula,3901,7.2
1069,L'opera da tre soldi,1939,7.4
1070,The Drums of Jeopardy,216,5.9
1071,The Easiest Way,444,6.3
1072,Ripudiata,136,6.4
1073,Borneo selvaggio,169,5.7
1074,The Heart of New York,149,6.2
1075,La terribile armata,548,7.2
1076,Everything's Rosie,131,6.1
1077,Expensive Women,188,5.8
1078,The False Madonna,111,7.0
1079,50 Million Frenchmen,112,5.6
1080,L'ultima carovana,520,6.0
1081,La fine del mondo,221,6.3
1082,The Finger Points,396,6.0
1083,Five Star Final,1758,7.4
1084,Five and Ten,1263,8.0
1085,Flying High,206,5.9
1086,Frankenstein,63315,7.8
1087,Io amo,2225,6.8
1088,La sfinge dell'amore,298,5.4
1089,The Front Page,2348,6.9
1090,The Galloping Ghost,128,6.0
1091,Il bel capitano,129,5.1
1092,Gentleman's Fate,731,7.4
1093,Ragazze per la città,545,7.7
1094,God's Gift to Women,316,5.2
1095,I guai della celebrità,162,6.0
1096,Tante donne e nessuna,154,6.0
1097,The Great Meadow,118,6.7
1098,The Guardsman,456,6.6
1099,The Guilty Generation,237,6.8
1100,Mani colpevoli,648,7.2
1101,"Her Majesty, Love",168,6.3
1102,Il capitano,129,6.2
1103,A Holy Terror,195,5.5
1104,Honor Among Lovers,171,6.9
1105,The Hot Heiress,143,6.3
1106,La sposa nella tempesta,159,7.0
1107,Hyppolit a lakáj,1404,7.6
1108,I Like Your Nerve,212,5.6
1109,I Take This Woman,148,6.3
1110,Illicit,832,6.2
1111,Indiscreet,1336,7.8
1112,La modella,464,6.5
1113,Iron Man,213,6.3
1114,La tragedia della miniera,1213,7.6
1115,Kept Husbands,425,6.0
1116,Kiki,296,7.3
1117,Kiss Me Again,134,6.9
1118,Il congresso si diverte,461,7.2
1119,Ladies of the Big House,107,6.2
1120,Ladies' Man,130,6.2
1121,The Lady Refuses,258,6.0
1122,Signorina e la barba,348,6.6
1123,The Last Flight,1212,7.8
1124,Laugh and Get Rich,202,5.9
1125,Laughing Sinners,576,5.5
1126,L'allegro tenente,3148,7.7
1127,Limite,1804,7.3
1128,Local Boy Makes Good,183,6.4
1129,Lonely Wives,343,6.5
1130,M - Il mostro di Düsseldorf,139271,8.1
1131,The Mad Genius,554,6.6
1132,Madamu to nyôbô,163,6.6
1133,Il falcone maltese,2692,7.3
1134,The Man in Possession,271,7.2
1135,Man of the World,682,6.4
1136,Manhattan Parade,134,5.4
1137,L'uomo che cerca il suo assassino,163,6.4
1138,Marius,1938,7.4
1139,Arizona,234,6.0
1140,Men Call It Love,144,5.7
1141,Men with Wings,119,6.7
1142,Millie,554,6.4
1143,Il milione,3140,7.5
1144,The Millionaire,430,7.2
1145,La donna del miracolo,1808,7.3
1146,Monkey Business - Quattro folli in alto mare,11207,7.6
1147,Murder at Midnight,322,5.7
1148,Murder by the Clock,251,6.3
1149,L'eterna vicenda,159,5.8
1150,My Sin,139,6.8
1151,L'agguato dei sottomarini,206,5.7
1152,Ragazze in uniforme,2432,7.6
1153,Il delitto Karamazov,162,7.3
1154,Birichina del gran mondo,361,5.9
1155,La voce del sangue,157,5.7
1156,New Adventures of Get-Rich-Quick Wallingford,412,8.1
1157,Niemandsland,105,6.7
1158,L'angelo bianco,3212,7.1
1159,Oatsurae Jirôkichi koshi,104,6.9
1160,Sola,183,7.2
1161,La purga al lupo,330,6.2
1162,L'opéra de quat'sous,165,6.9
1163,Other Men's Women,1091,6.6
1164,The Painted Desert,596,5.5
1165,Il re dei chiromanti,473,7.9
1166,Muraglie,2143,7.1
1167,Io... e le donne,754,6.2
1168,Peach O'Reno,209,7.0
1169,Penrod and Sam,126,6.7
1170,Il fantasma di Parigi,1264,7.4
1171,The Phantom,273,4.5
1172,La donna di platino,2719,6.9
1173,Lo sciopero delle mogli,235,6.6
1174,Politiquerías,157,6.8
1175,L'amante,1643,7.0
1176,Private Lives,1049,6.9
1177,L'elegante giustiziere,191,6.6
1178,Nemico pubblico,17299,7.7
1179,Il cammino verso la vita,350,7.2
1180,Quick Millions,171,6.6
1181,The Range Feud,317,6.1
1182,Rebound,123,6.4
1183,The Reckless Hour,189,6.5
1184,Istituto di bellezza,239,6.6
1185,Scarlet Dawn,255,5.9
1186,The Right of Way,146,4.7
1187,The Road to Singapore,234,6.6
1188,The Royal Bed,150,6.0
1189,The Ruling Voice,228,6.1
1190,L'isola della perdizione,1175,7.2
1191,Santa,191,7.1
1192,In fondo ai mari,280,5.9
1193,The Secret 6,740,6.5
1194,Il richiamo dei figli,412,7.0
1195,The Sleeping Cardinal,316,6.0
1196,Side Show,109,5.3
1197,Il milionario,420,5.7
1198,Il fallo di Madelon Claudet,787,6.7
1199,Sit Tight,136,5.2
1200,Fiamma d'amore,2809,5.9
1201,Skippy,670,6.3
1202,Smart Money,1722,7.0
1203,Smart Woman,344,6.7
1204,A Soldier's Plaything,114,4.4
1205,Il figlio dell'India,165,6.2
1206,The Speckled Band,216,5.6
1207,Puro sangue,295,6.2
1208,Naturich la moglie indiana,344,6.5
1209,The Star Witness,551,6.4
1210,Stepping Out,135,5.7
1211,Stolen Heaven,102,6.9
1212,Volubilità,411,6.1
1213,Palcoscenico nella strada,1527,7.7
1214,Strictly Dishonorable,175,6.1
1215,The Struggle,280,6.2
1216,Tempeste sul Monte Bianco,198,6.4
1217,Cortigiana,1074,6.6
1218,Svengali,1741,7.0
1219,Tabù,4879,7.5
1220,Il marito ricco,155,6.5
1221,Dieci soldi a danza,654,6.7
1222,This Modern Age,407,5.7
1223,Three Who Loved,116,6.1
1224,The Tip-Off,222,5.9
1225,Il coro di Tokyo,1220,7.3
1226,Tonight or Never,1330,7.8
1227,Trader Horn,868,6.5
1228,Transatlantico,162,6.7
1229,Transgression,248,6.7
1230,Under Eighteen,360,6.8
1231,Nell'oasi del terrore,216,6.1
1232,La ditta innamorata,105,6.2
1233,Balenieri della Viking,140,6.3
1234,La donna che non si deve amare,2406,7.5
1235,Way Back Home,638,6.7
1236,A Woman of Experience,120,6.3
1237,Il passaporto giallo,157,6.6
1238,A me la libertà,4004,7.5
1239,After Tomorrow,263,6.9
1240,The Age of Consent,291,6.2
1241,L'aeroporto del deserto,378,6.6
1242,Il segreto del dottore,240,6.1
1243,La follia della metropoli,1782,7.5
1244,The Animal Kingdom,964,6.5
1245,Are You Listening?,460,7.3
1246,Arsenio Lupin,946,7.1
1247,Come tu mi vuoi,572,6.6
1248,L'accusa,131,6.4
1249,La donna proibita,544,7.2
1250,Il pericolo pubblico n. 1,1070,6.9
1251,Behind the Mask,222,6.3
1252,The Big Broadcast,188,7.2
1253,Big City Blues,533,6.3
1254,The Big Stampede,465,6.0
1255,The Big Timer,228,7.3
1256,Febbre di vivere,1454,6.7
1257,Luana la vergine sacra,1068,6.1
1258,La bella maledetta,1117,6.9
1259,La cronaca degli scandali,473,7.2
1260,Venere bionda,4255,7.2
1261,Sogno biondo,200,5.1
1262,Blondie of the Follies,1114,7.9
1263,Boudu salvato dalle acque,5046,7.4
1264,L'uomo che ho ucciso,838,7.6
1265,-But the Flesh Is Weak,224,5.7
1266,L'espresso blu,117,6.8
1267,Tentazioni,1438,7.2
1268,Sangue ribelle,677,7.2
1269,La diga della morte,277,5.6
1270,Il giardino del diavolo,332,6.2
1271,Chandu the Magician,869,6.4
1272,Charlie Chan's Chance,411,7.7
1273,Silenzio sublime,888,6.9
1274,I conquistatori,237,6.5
1275,The Crash,274,6.1
1276,Les croix de bois,1189,7.4
1277,The Crooked Circle,272,6.5
1278,Crooner,147,6.1
1279,L'urlo della folla,1028,6.4
1280,Infedele,557,7.0
1281,Dancers in the Dark,106,6.2
1282,The Dark Horse,1012,7.3
1283,Il diavolo nell'abisso,452,6.4
1284,Divorce in the Family,122,6.1
1285,Il dottor X,2739,6.5
1286,Downstairs,1593,7.7
1287,Il dottor Jekyll,12225,7.6
1288,Ingratitudine,891,7.1
1289,The Expert,122,6.1
1290,Estasi,2093,6.8
1291,FP 1 non risponde,201,6.4
1292,Faithless,470,6.9
1293,The Famous Ferguson Case,271,6.7
1294,Fanny,1486,7.2
1295,Addio alle armi,4957,6.6
1296,Il levriero del mare,496,7.8
1297,The Final Edition,101,6.5
1298,"Fireman, Save My Child!",228,6.1
1299,Carne,506,6.5
1300,Proibito,1283,7.0
1301,Freaks,41173,7.9
1302,Amore e sport,177,5.9
1303,Lo squadrone si diverte,153,6.4
1304,Ghost Valley,102,5.5
1305,Girl Crazy,235,6.3
1306,The Girl from Chicago,129,4.8
1307,Grand Hotel,16927,7.5
1308,The Greeks Had a Word for Them,357,6.5
1309,Lursmani cheqmashi,183,7.2
1310,La verità seminuda,481,6.5
1311,L'uomo dalla scure,722,6.4
1312,Haunted Gold,559,5.7
1313,I demoni dell'aria,506,6.5
1314,Hell's Highway,570,6.9
1315,Hell's House,1051,6.3
1316,Atlantide,503,6.1
1317,High Pressure,438,6.8
1318,Hold 'Em Jail,176,6.4
1319,I fratelli Marx al college,11594,7.7
1320,Hot Saturday,893,6.6
1321,Huddle,207,5.8
1322,Uragano express,493,5.8
1323,Io sono un evaso,11390,7.9
1324,Se avessi un milione,1566,7.2
1325,The Impatient Maiden,155,6.6
1326,Is My Face Red?,152,6.1
1327,Ivan,208,6.9
1328,L'avventura di Teri,1745,7.4
1329,Il re dell'arena,474,7.3
1330,The King Murder,126,5.5
1331,Kongo,805,6.7
1332,Kuhle Wampe oder: Wem gehört die Welt?,614,6.8
1333,Ladies of the Jury,223,6.5
1334,Cuore d'amanti,136,6.2
1335,Lady with a Past,291,6.6
1336,L'ora tragica,317,6.4
1337,L'agonia di una stirpe,119,5.9
1338,Law and Order,262,7.2
1339,Lawyer Man,704,6.7
1340,Ritorno,405,6.8
1341,L'angelo della vita,355,6.6
1342,The Lodger,271,5.9
1343,L'ultima squadriglia,621,6.5
1344,Love Affair,389,6.0
1345,Love Is a Racket,381,6.5
1346,Amami stanotte,3497,7.6
1347,Lovers Courageous,129,6.2
1348,Madame Butterfly,281,6.3
1349,Make Me a Star,438,6.6
1350,Man Wanted,561,6.7
1351,The Man Who Played God,922,7.5
1352,Manhattan Tower,155,6.5
1353,Maria leggenda ungherese,202,6.8
1354,The Mask of Fu Manchu,2960,6.4
1355,Mata Hari,3209,6.8
1356,The Match King,469,7.0
1357,Io e la mia ragazza,823,6.7
1358,Men of America,104,6.4
1359,Men of Chance,157,6.0
1360,Merrily We Go to Hell,825,6.8
1361,The Midnight Warning,134,5.4
1362,Gambe da un milione di dollari,1040,7.1
1363,The Miracle Man,124,6.5
1364,Miss Pinkerton,451,6.2
1365,The Monster Walks,795,4.3
1366,La pericolosa partita,10149,7.2
1367,The Mouthpiece,449,7.1
1368,Follie del cinema,1321,7.2
1369,Il signor Robinson Crosuè,360,5.8
1370,La mummia,22728,7.3
1371,Murder at Dawn,103,5.0
1372,Il dottor Miracolo,3691,6.4
1373,Nasanunaka,300,6.9
1374,New Morals for Old,182,5.6
1375,Night After Night,615,6.9
1376,Night Court,335,7.1
1377,Night World,317,7.0
1378,Nessun uomo le appartiene,1018,6.8
1379,No More Orchids,292,6.8
1380,La notte dell'incrocio,645,6.8
1381,Numero diciassette,4352,5.9
1382,The Old Dark House,8877,7.3
1383,Once in a Lifetime,160,6.9
1384,Un'ora d'amore,2078,7.3
1385,Amanti senza domani,3326,8.0
1386,La sperduta di Panama,177,6.6
1387,Chi la dura la vince,437,6.2
1388,Payment Deferred,508,7.0
1389,Penguin Pool Murder,1001,7.2
1390,Il lampo,169,5.6
1391,The Phantom President,126,6.1
1392,The Phantom of Crestwood,520,6.8
1393,Play Girl,249,6.0
1394,Pel di carota,569,6.9
1395,Polly of the Circus,1046,7.7
1396,Prestigio di razza,240,5.7
1397,Prosperity,203,6.6
1398,The Purchase Price,1368,6.5
1399,Pioggia,2318,7.0
1400,Rasputin e l'imperatrice,901,6.7
1401,Lo schiaffo,3716,7.4
1402,Red-Haired Alibi,173,5.8
1403,Red-Headed Woman,2650,7.2
1404,The Rich Are Always with Us,897,6.9
1405,Ricco e bizzarro,3895,6.0
1406,"Ride Him, Cowboy",560,5.6
1407,The Roadhouse Murder,100,5.5
1408,Spia bionda,200,6.4
1409,Rome Express,420,6.7
1410,The Savage Girl,182,4.8
1411,Scarface - Lo sfregiato,24697,7.7
1412,Secrets of the French Police,236,6.0
1413,Dove sono finiti i sogni di gioventù,450,6.9
1414,Service for Ladies,104,6.5
1415,The Shadow of the Eagle,325,6.1
1416,Sherlock Holmes,131,5.7
1417,Perfidia,618,6.6
1418,Il segno dei quattro,484,6.1
1419,Il segno della croce,1940,7.0
1420,Silver Dollar,325,6.6
1421,Sinister Hands,138,5.4
1422,Peccatori,232,6.2
1423,Ancora sei ore di vita,117,6.4
1424,Skyscraper Souls,684,7.2
1425,Catene,1100,7.1
1426,So Big!,1378,7.3
1427,The Son-Daughter,151,5.7
1428,Il professore,874,6.1
1429,Giuro di dire la verità,326,6.9
1430,A Strange Adventure,139,5.5
1431,Strano interludio,633,5.9
1432,Strange Justice,126,5.8
1433,The Strange Love of Molly Louvain,430,6.4
1434,L'usurpatore,102,7.1
1435,Strangers of the Evening,184,5.4
1436,Street of Women,254,6.2
1437,Una famiglia 900,372,7.0
1438,Melodie della vita,345,6.4
1439,Tangled Destinies,184,5.7
1440,"Tarzan, l'uomo scimmia",6864,7.3
1441,Taxi,1158,6.8
1442,The Tenderfoot,347,6.1
1443,Il testamento del dottor Mabuse,11162,7.7
1444,Texas Cyclone,283,6.3
1445,There Goes the Bride,128,6.8
1446,They Call It Sin,554,6.4
1447,Thirteen Women,1092,6.4
1448,Il tredicesimo invitato,669,6.0
1449,This Is the Night,537,6.7
1450,Tre maniere d'amare,529,6.7
1451,Three on a Match,3280,7.3
1452,Le tigri del pacifico,812,6.5
1453,Il figlio del disertore,118,6.9
1454,Tombstone Canyon,140,6.0
1455,Mancia competente,12531,8.1
1456,Two Against the World,181,6.4
1457,Two Seconds,910,7.0
1458,Two-Fisted Law,340,5.8
1459,"Sono nato, ma...",4781,7.6
1460,Unashamed,157,6.3
1461,Il vagabondo e la ballerina,784,7.0
